building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.20697922084631404,0.18212476540486627,5288.36823673941,4952.7451603374375,28095.89875,33384.26698673941
16-20 arası,11,0.13494118052673895,0.06704143447962038,5478.672482215451,2194.0831274018456,36433.91818181818,35165.21699982016
5,43,0.13485638291421032,0.10513128762367492,6006.992619776748,4463.649489346411,43811.04720930233,42326.63689696902
4,17,0.12947212894228036,0.09281012987597348,5418.605377733034,3262.417136537879,40888.98941176471,40704.470507582715
6-10 arası,158,0.12049908726958047,0.09916916139344342,4858.645341635417,4137.584590743727,40460.17386075949,40349.69542107972
26-30 arası,16,0.11676267477572574,0.09249625957319546,3494.4001162952704,3045.324814455169,32057.213125000002,33199.09824841215
2,30,0.11566177333850552,0.07227207763115617,4913.400756104044,2854.2868557424044,41055.965,40247.41149919221
3,26,0.11202530543487203,0.11109074206649835,4936.652733983646,4995.692199534638,43607.786538461536,42070.859259081655
0 (Yapım Aşamasında),78,0.11078908392917348,0.0891036089747911,4615.340933436553,3496.3336190591144,41159.575769230774,40849.21567663594
0 (Oturuma Hazır),388,0.10212586443422751,0.08141723019341746,4382.699403398381,3339.1120240303826,42164.376211340204,41533.06202570441
1,47,0.09930247266582543,0.07762993993367218,4203.144430805286,3183.5452691417813,42601.52404255319,41586.75181423696
11-15 arası,78,0.09929811416527057,0.09796492341433091,3716.6707521545213,3425.6156473181472,37469.194871794876,37459.50392278641
missing,3,0.07293630850225113,0.08639817300963579,3147.407168840058,4319.90865048179,44908.426666666666,41822.05455240279
21-25 arası,16,0.07074599328551023,0.066459974009979,2205.178056488762,2034.0623421615219,31237.335625,32396.19918886095
